Jurisdictions,Year,url
Kentucky,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Kentucky.html
Louisiana,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Louisiana.html
Maine,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Maine.html
Maryland,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Maryland.html
Massachusetts,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Massachusetts.html
Michigan,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Michigan.html
Minnesota,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Minnesota.html
Mississippi,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Mississippi.html
Missouri,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Missouri.html
Montana,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Montana.html
Nebraska,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Nebraska.html
Nevada,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Nevada.html
New Hampshire,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html
New Jersey,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/New-Jersey.html
New Mexico,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/New-Mexico.html
New York,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/New-York.html
North Carolina,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/North-Carolina.html
North Dakota,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/North-Dakota.html
Ohio,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Ohio.html
Oklahoma,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Oklahoma.html
Oregon,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Oregon.html
Pennsylvania,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html
Puerto Rico,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html
Rhode Island,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html
South Carolina,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/South-Carolina.html
South Dakota,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/South-Dakota.html
Tennessee,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Tennessee.html
Texas,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Texas.html
Utah,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Utah.html
Vermont,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Vermont.html
Virginia,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Virginia.html
Washington,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Washington.html
West Virginia,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/West-Virginia.html
Wisconsin,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Wisconsin.html
Wyoming,2017,https://web.archive.org/web/20171204215454/http:/www.priceofweed.com/prices/United-States/Wyoming.html
Alabama,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Alabama.html
Alaska,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Alaska.html
Arizona,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Arizona.html
Arkansas,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Arkansas.html
California,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/California.html
Colorado,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Colorado.html
Connecticut,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Connecticut.html
Delaware,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Delaware.html
District of Columbia,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html
Florida,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Florida.html
Georgia,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Georgia.html
Hawaii,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Hawaii.html
Idaho,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Idaho.html
Illinois,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Illinois.html
Indiana,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Indiana.html
Iowa,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Iowa.html
Kansas,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Kansas.html
Kentucky,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Kentucky.html
Louisiana,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Louisiana.html
Maine,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Maine.html
Maryland,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Maryland.html
Massachusetts,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Massachusetts.html
Michigan,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Michigan.html
Minnesota,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Minnesota.html
Mississippi,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Mississippi.html
Missouri,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Missouri.html
Montana,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Montana.html
Nebraska,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Nebraska.html
Nevada,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Nevada.html
New Hampshire,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html
New Jersey,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/New-Jersey.html
New Mexico,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/New-Mexico.html
New York,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/New-York.html
North Carolina,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/North-Carolina.html
North Dakota,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/North-Dakota.html
Ohio,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Ohio.html
Oklahoma,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Oklahoma.html
Oregon,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Oregon.html
Pennsylvania,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html
Puerto Rico,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html
Rhode Island,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html
South Carolina,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/South-Carolina.html
South Dakota,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/South-Dakota.html
Tennessee,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Tennessee.html
Texas,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Texas.html
Utah,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Utah.html
Vermont,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Vermont.html
Virginia,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Virginia.html
Washington,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Washington.html
West Virginia,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/West-Virginia.html
Wisconsin,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Wisconsin.html
Wyoming,2018,https://web.archive.org/web/20181207192519/http:/www.priceofweed.com/prices/United-States/Wyoming.html
Alabama,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Alabama.html
Alaska,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Alaska.html
Arizona,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Arizona.html
Arkansas,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Arkansas.html
California,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/California.html
Colorado,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Colorado.html
Connecticut,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Connecticut.html
Delaware,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Delaware.html
District of Columbia,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html
Florida,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Florida.html
Georgia,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Georgia.html
Hawaii,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Hawaii.html
Idaho,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Idaho.html
Illinois,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Illinois.html
Indiana,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Indiana.html
Iowa,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Iowa.html
Kansas,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Kansas.html
Kentucky,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Kentucky.html
Louisiana,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Louisiana.html
Maine,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Maine.html
Maryland,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Maryland.html
Massachusetts,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Massachusetts.html
Michigan,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Michigan.html
Minnesota,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Minnesota.html
Mississippi,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Mississippi.html
Missouri,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Missouri.html
Montana,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Montana.html
Nebraska,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Nebraska.html
Nevada,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Nevada.html
New Hampshire,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html
New Jersey,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/New-Jersey.html
New Mexico,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/New-Mexico.html
New York,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/New-York.html
North Carolina,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/North-Carolina.html
North Dakota,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/North-Dakota.html
Ohio,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Ohio.html
Oklahoma,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Oklahoma.html
Oregon,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Oregon.html
Pennsylvania,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html
Puerto Rico,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html
Rhode Island,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html
South Carolina,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/South-Carolina.html
South Dakota,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/South-Dakota.html
Tennessee,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Tennessee.html
Texas,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Texas.html
Utah,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Utah.html
Vermont,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Vermont.html
Virginia,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Virginia.html
Washington,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Washington.html
West Virginia,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/West-Virginia.html
Wisconsin,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Wisconsin.html
Wyoming,2019,https://web.archive.org/web/20191207161549/http:/www.priceofweed.com/prices/United-States/Wyoming.html
Alabama,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Alabama.html
Alaska,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Alaska.html
Arizona,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Arizona.html
Arkansas,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Arkansas.html
California,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/California.html
Colorado,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Colorado.html
Connecticut,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Connecticut.html
Delaware,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Delaware.html
District of Columbia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/District-of-Columbia.html
Florida,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Florida.html
Georgia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Georgia.html
Hawaii,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Hawaii.html
Idaho,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Idaho.html
Illinois,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Illinois.html
Indiana,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Indiana.html
Iowa,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Iowa.html
Kansas,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Kansas.html
Kentucky,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Kentucky.html
Louisiana,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Louisiana.html
Maine,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Maine.html
Maryland,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Maryland.html
Massachusetts,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Massachusetts.html
Michigan,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Michigan.html
Minnesota,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Minnesota.html
Mississippi,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Mississippi.html
Missouri,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Missouri.html
Montana,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Montana.html
Nebraska,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Nebraska.html
Nevada,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Nevada.html
New Hampshire,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-Hampshire.html
New Jersey,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-Jersey.html
New Mexico,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-Mexico.html
New York,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/New-York.html
North Carolina,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/North-Carolina.html
North Dakota,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/North-Dakota.html
Ohio,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Ohio.html
Oklahoma,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Oklahoma.html
Oregon,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Oregon.html
Pennsylvania,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Pennsylvania.html
Puerto Rico,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Puerto-Rico.html
Rhode Island,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Rhode-Island.html
South Carolina,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/South-Carolina.html
South Dakota,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/South-Dakota.html
Tennessee,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Tennessee.html
Texas,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Texas.html
Utah,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Utah.html
Vermont,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Vermont.html
Virginia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Virginia.html
Washington,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Washington.html
West Virginia,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/West-Virginia.html
Wisconsin,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Wisconsin.html
Wyoming,2020,https://web.archive.org/web/20201112020234/http:/www.priceofweed.com/prices/United-States/Wyoming.html